Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),Internal Resistance(Ohm),dV/dt(V/s),dI/dt(A/s)
5894,"286696,759508","05-11-2018 04:24:00,955",840,15,26,"0,928596496582031","4,20034217834473","2,30789923667908","0,00002275095","8,93909168243408","0,00004543655",,,"4,48226928710938E-05",
5895,"286816,759908","05-11-2018 04:26:00,956","960,0004",15,26,"0,868831634521484","4,2003059387207","2,33785200119019","0,00002275095","9,06490230560303","0,00004543655",,,"-2,76565551757813E-05",
5896,"286936,765408","05-11-2018 04:28:00,961","1080,0059",15,26,"0,804668426513672","4,20026206970215","2,36576223373413","0,00002275095","9,18213558197022","0,00004543655",,,"-0,000149726867675781",
5897,"287056,762208","05-11-2018 04:30:00,958","1200,0027",15,26,"0,739347457885742","4,20036888122559","2,39151048660278","0,00002275095","9,29028606414795","0,00004543655",,,"6,96182250976563E-05",
5898,"287176,765008","05-11-2018 04:32:00,961","1320,0055",15,26,"0,670738220214844","4,20031070709229","2,41501474380493","0,00002275095","9,38901138305664","0,00004543655",,,"-3,62396240234375E-05",
5899,"287296,762008","05-11-2018 04:34:00,958","1440,0025",15,26,"0,601659774780273","4,20035743713379","2,43621873855591","0,00002275095","9,47807502746582","0,00004543655",,,"1,62124633789063E-05",
5900,"287416,762908","05-11-2018 04:36:00,959","1560,0034",15,26,"0,533086776733398","4,20035266876221","2,45512628555298","0,00002275095","9,55749320983887","0,00004543655",,,"7,15255737304688E-05",
5901,"287536,765308","05-11-2018 04:38:00,961","1680,0058",15,26,"0,467864990234375","4,20030784606934","2,47179293632507","0,00002275095","9,6274995803833","0,00004543655",,,"-1,9073486328125E-06",
5902,"287656,760208","05-11-2018 04:40:00,956","1800,0007",15,26,"0,406421661376953","4,20034027099609","2,48634028434753","0,00002275095","9,68860244750977","0,00004543655",,,"-4,67300415039063E-05",
5903,"287656,767308","05-11-2018 04:40:00,963","1800,0078",15,26,"0,406415939331055","4,20034027099609","2,48634028434753","0,00002275095","9,68860244750977","0,00004543655",,,"-4,67307278724406E-05",
5904,"288256,807852","05-11-2018 04:50:01,020","600,0038",16,26,0,"4,14606094360352","2,48634028434753","0,00002275095","9,68860244750977","0,00004543655",,,"-0,000104739164552039",
5905,"288376,918004","05-11-2018 04:52:01,108","120,0008",17,26,"-3,00002002716064","3,83402347564697","2,48634028434753","0,1000199","9,68860244750977","0,3850492",,,"-0,000116348266601563",
5906,"288496,922504","05-11-2018 04:54:01,112","240,0053",17,26,"-3,0000057220459","3,81774806976318","2,48634028434753","0,2000138","9,68860244750977","0,7675909",,,"-0,000151634216308594",
5907,"288616,918604","05-11-2018 04:56:01,108","360,0014",17,26,"-2,99998664855957","3,79972267150879","2,48634028434753","0,3000091","9,68860244750977","1,148493",,,"-0,000176429748535156",
5908,"288736,917804","05-11-2018 04:58:01,107","480,0006",17,26,"-2,99999904632568","3,77387046813965","2,48634028434753","0,3999926","9,68860244750977","1,527189",,,"-0,000270843505859375",
5909,"288856,920204","05-11-2018 05:00:01,110","600,003",17,26,"-2,99997997283936","3,73951053619385","2,48634028434753","0,4999974","9,68860244750977","1,90293",,,"-0,000256538391113281",
5910,"288976,924304","05-11-2018 05:02:01,114","720,0071",17,26,"-2,99996376037598","3,70202350616455","2,48634028434753","0,5999922","9,68860244750977","2,274984",,,"-0,0002899169921875",
5911,"289096,921604","05-11-2018 05:04:01,111","840,0044",17,26,"-2,99995136260986","3,66707229614258","2,48634028434753","0,6999848","9,68860244750977","2,643378",,,"-0,000246047973632813",
5912,"289216,922204","05-11-2018 05:06:01,112","960,005",17,26,"-3,00001239776611","3,63614654541016","2,48634028434753","0,7999703","9,68860244750977","3,008462",,,"-0,00023651123046875",
5913,"289336,924404","05-11-2018 05:08:01,114","1080,0072",17,26,"-3,00001811981201","3,60669994354248","2,48634028434753","0,899967","9,68860244750977","3,370595",,,"-0,000298500061035156",
5914,"289456,924304","05-11-2018 05:10:01,114","1200,0071",17,26,"-2,99991703033447","3,57544040679932","2,48634028434753","0,999957","9,68860244750977","3,729691",,,"-0,000260353088378906",
5915,"289576,924004","05-11-2018 05:12:01,114","1320,0068",17,26,"-2,99995136260986","3,54061508178711","2,48634028434753","1,099951","9,68860244750977","4,085505",,,"-0,000364303588867188",
5916,"289696,919004","05-11-2018 05:14:01,109","1440,0018",17,26,"-2,99989795684814","3,5026798248291","2,48634028434753","1,199956","9,68860244750977","4,437711",,,"-0,000363349914550781",
5917,"289816,922004","05-11-2018 05:16:01,112","1560,0048",17,26,"-2,99989795684814","3,46327686309814","2,48634028434753","1,299929","9,68860244750977","4,785916",,,"-0,000331878662109375",
5918,"289936,921104","05-11-2018 05:18:01,111","1680,0039",17,26,"-2,99985599517822","3,42551326751709","2,48634028434753","1,399938","9,68860244750977","5,130353",,,"-0,000273704528808594",
5919,"290056,917604","05-11-2018 05:20:01,107","1800,0004",17,26,"-2,99984359741211","3,39224910736084","2,48634028434753","1,49992","9,68860244750977","5,471141",,,"-0,000315666198730469",
5920,"290176,923804","05-11-2018 05:22:01,113","1920,0066",17,26,"-2,99982261657715","3,36313915252686","2,48634028434753","1,599911","9,68860244750977","5,808849",,,"-0,000275611877441406",
5921,"290296,918004","05-11-2018 05:24:01,108","2040,0008",17,26,"-2,99983692169189","3,3364086151123","2,48634028434753","1,699903","9,68860244750977","6,143786",,,"-0,0002288818359375",
5922,"290416,924104","05-11-2018 05:26:01,114","2160,0069",17,26,"-2,99984741210938","3,30966567993164","2,48634028434753","1,799887","9,68860244750977","6,476048",,,"-0,000244140625",
5923,"290536,921504","05-11-2018 05:28:01,111","2280,0043",17,26,"-2,99984550476074","3,27943229675293","2,48634028434753","1,899865","9,68860244750977","6,805477",,,"-0,000283241271972656",
5924,"290656,922804","05-11-2018 05:30:01,112","2400,0056",17,26,"-2,99988555908203","3,24575901031494","2,48634028434753","1,999873","9,68860244750977","7,131749",,,"-0,000284194946289063",
5925,"290776,921304","05-11-2018 05:32:01,111","2520,0041",17,26,"-2,99988746643066","3,21038627624512","2,48634028434753","2,099867","9,68860244750977","7,454606",,,"-0,000329971313476563",
5926,"290896,920304","05-11-2018 05:34:01,110","2640,0031",17,26,"-2,99993228912354","3,16304111480713","2,48634028434753","2,19986","9,68860244750977","7,773385",,,"-0,000486373901367188",
5927,"291016,924704","05-11-2018 05:36:01,114","2760,0075",17,26,"-2,99990844726563","3,06017589569092","2,48634028434753","2,299859","9,68860244750977","8,085456",,,"-0,00137424468994141",
5928,"291136,924404","05-11-2018 05:38:01,114","2880,0072",17,26,"-2,99987506866455","2,8527774810791","2,48634028434753","2,399848","9,68860244750977","8,381764",,,"-0,00235176086425781",
5929,"291238,382804","05-11-2018 05:39:42,572","2981,4656",17,26,"-2,99981784820557","1,99966621398926","2,48634028434753","2,484391","9,68860244750977","8,602436",,,"-0,000323601536302995",
5930,"291238,38542","05-11-2018 05:39:42,592","0,0064",18,27,"-2,99972343444824","1,99724388122559",0,0,0,0,,,"-0,000323215728178389",
5931,"291358,417988","05-11-2018 05:41:42,620","120,0059",14,27,"1,49999046325684","3,26676750183105","0,0499913692474365","0,00001541571","0,152416810393333","0,00003078773",,,"0,00207614898681641",
5932,"291478,416488","05-11-2018 05:43:42,618","240,0044",14,27,"1,49994850158691","3,43574619293213","0,099994920194149","0,00001541571","0,320459187030792","0,00003078773",,,"0,00101184844970703",
5933,"291598,417788","05-11-2018 05:45:42,620","360,0057",14,27,"1,49993705749512","3,5197229385376","0,149982959032059","0,00001541571","0,494586318731308","0,00003078773",,,"0,000531196594238281",
5934,"291718,418188","05-11-2018 05:47:42,620","480,0061",14,27,"1,49993896484375","3,56867218017578","0,199990689754486","0,00001541571","0,671907603740692","0,00003078773",,,"0,000309944152832031",
5935,"291838,415888","05-11-2018 05:49:42,618","600,0038",14,27,"1,49993705749512","3,58944129943848","0,249976128339767","0,00001541571","0,850861608982086","0,00003078773",,,"0,000170707702636719",
5936,"291958,413888","05-11-2018 05:51:42,616","720,0018",14,27,"1,49995613098145","3,60656261444092","0,29997843503952","0,00001541571","1,03077387809753","0,00003078773",,,"0,000155448913574219",
5937,"292078,415188","05-11-2018 05:53:42,617","840,0031",14,27,"1,49995803833008","3,62297821044922","0,349971383810043","0,00001541571","1,21148812770844","0,00003078773",,,"9,72747802734375E-05",
5938,"292198,415788","05-11-2018 05:55:42,618","960,0037",14,27,"1,49995613098145","3,63996315002441","0,399976372718811","0,00001541571","1,39307153224945","0,00003078773",,,"0,000186920166015625",
5939,"292318,414788","05-11-2018 05:57:42,617","1080,0027",14,27,"1,49996376037598","3,66018009185791","0,449967950582504","0,00001541571","1,57552587985992","0,00003078773",,,"0,000225067138671875",
5940,"292438,417788","05-11-2018 05:59:42,620","1200,0057",14,27,"1,49994087219238","3,68278408050537","0,499965131282806","0,00001541571","1,75908935070038","0,00003078773",,,"0,00018310546875",
5941,"292558,412788","05-11-2018 06:01:42,614","1320,0007",14,27,"1,49994087219238","3,70410919189453","0,549970030784607","0,00001541571","1,94378161430359","0,00003078773",,,"0,000158309936523438",
5942,"292678,416088","05-11-2018 06:03:42,618","1440,004",14,27,"1,49998474121094","3,72422504425049","0,599966466426849","0,00001541571","2,12949180603027","0,00003078773",,,"0,000130653381347656",
5943,"292798,417388","05-11-2018 06:05:42,619","1560,0053",14,27,"1,49996948242188","3,74043941497803","0,649962186813355","0,00001541571","2,31610345840454","0,00003078773",,,"0,000121116638183594",
5944,"292918,417788","05-11-2018 06:07:42,620","1680,0057",14,27,"1,49998474121094","3,75363922119141","0,699961006641388","0,00001541571","2,50346612930298","0,00003078773",,,"9,25064086914063E-05",
5945,"293038,418388","05-11-2018 06:09:42,620","1800,0063",14,27,"1,49999237060547","3,76468276977539","0,749962151050568","0,00001541571","2,69143199920654","0,00003078773",,,"0,000100135803222656",
5946,"293158,413588","05-11-2018 06:11:42,615","1920,0015",14,27,"1,4999885559082","3,7757511138916","0,799956262111664","0,00001541571","2,87991881370544","0,00003078773",,,"6,58035278320313E-05",
5947,"293278,413988","05-11-2018 06:13:42,616","2040,0019",14,27,"1,50004386901855","3,78752422332764","0,849956393241882","0,00001541571","3,06899762153626","0,00003078773",,,"0,000105857849121094",
5948,"293398,418888","05-11-2018 06:15:42,621","2160,0068",14,27,"1,50000381469727","3,80015182495117","0,899957835674286","0,00001541571","3,25869011878967","0,00003078773",,,"9,25064086914063E-05",
5949,"293518,418488","05-11-2018 06:17:42,620","2280,0064",14,27,"1,50000381469727","3,8139705657959","0,949962079524994","0,00001541571","3,44905352592468","0,00003078773",,,"0,000133514404296875",
5950,"293638,412588","05-11-2018 06:19:42,614","2400,0005",14,27,"1,50003242492676","3,82908535003662","0,999949455261231","0,00001541571","3,64007472991943","0,00003078773",,,"0,000158309936523438",
5951,"293758,412488","05-11-2018 06:21:42,614","2520,0004",14,27,"1,50006294250488","3,84563064575195","1,04994904994965","0,00001541571","3,83193492889404","0,00003078773",,,"0,000139236450195313",
5952,"293878,413188","05-11-2018 06:23:42,615","2640,0011",14,27,"1,50003814697266","3,86365222930908","1,09995937347412","0,00001541571","4,02470207214356","0,00003078773",,,"0,000192642211914063",
5953,"293998,413688","05-11-2018 06:25:42,615","2760,0016",14,27,"1,50002479553223","3,8826732635498","1,14994931221008","0,00001541571","4,21831750869751","0,00003078773",,,"0,000162124633789063",
5954,"294118,414288","05-11-2018 06:27:42,616","2880,0022",14,27,"1,50002479553223","3,90235233306885","1,19994604587555","0,00001541571","4,41292905807495","0,00003078773",,,"0,000144004821777344",
5955,"294238,414788","05-11-2018 06:29:42,617","3000,0027",14,27,"1,50002479553223","3,9221363067627","1,24995958805084","0,00001541571","4,60859537124634","0,00003078773",,,"0,00017547607421875",
5956,"294358,417888","05-11-2018 06:31:42,620","3120,0058",14,27,"1,5","3,94150352478027","1,2999564409256","0,00001541571","4,80517721176148","0,00003078773",,,"0,000164985656738281",
5957,"294478,413688","05-11-2018 06:33:42,615","3240,0016",14,27,"1,4999885559082","3,96004867553711","1,34994494915009","0,00001541571","5,00267505645752","0,00003078773",,,"0,00018310546875",
5958,"294598,416888","05-11-2018 06:35:42,619","3360,0048",14,27,"1,5","3,97760772705078","1,39994847774506","0,00001541571","5,20113372802734","0,00003078773",,,"0,000166893005371094",
5959,"294718,414688","05-11-2018 06:37:42,616","3480,0026",14,27,"1,4999885559082","3,99437808990479","1,44994902610779","0,00001541571","5,40043783187866","0,00003078773",,,"0,000151634216308594",
5960,"294838,418788","05-11-2018 06:39:42,621","3600,0067",14,27,"1,49998092651367","4,01060199737549","1,4999498128891","0,00001541571","5,60056829452515","0,00003078773",,,"0,000152587890625",
5961,"294958,413588","05-11-2018 06:41:42,615","3720,0015",14,27,"1,50002098083496","4,02603626251221","1,54995036125183","0,00001541571","5,80148935317993","0,00003078773",,,"0,000166893005371094",
5962,"295078,417388","05-11-2018 06:43:42,619","3840,0053",14,27,"1,49994087219238","4,04080486297607","1,59993875026703","0,00001541571","6,00311374664307","0,00003078773",,,"0,000119209289550781",
5963,"295198,413188","05-11-2018 06:45:42,615","3960,0011",14,27,"1,49996376037598","4,05553913116455","1,64993619918823","0,00001541571","6,20551061630249","0,00003078773",,,"0,000136375427246094",
5964,"295318,415588","05-11-2018 06:47:42,617","4080,0035",14,27,"1,49996757507324","4,07083892822266","1,6999409198761","0,00001541571","6,40868616104126","0,00003078773",,,"0,000108718872070313",
5965,"295438,417988","05-11-2018 06:49:42,620","4200,0059",14,27,"1,49995040893555","4,08713912963867","1,74993801116943","0,00001541571","6,61262035369873","0,00003078773",,,"0,000146865844726563",
5966,"295558,414988","05-11-2018 06:51:42,617","4320,0029",14,27,"1,49997138977051","4,10477066040039","1,79993093013763","0,00001541571","6,8173828125","0,00003078773",,,"0,000130653381347656",
5967,"295678,412488","05-11-2018 06:53:42,614","4440,0004",14,27,"1,49992752075195","4,12376117706299","1,84992909431458","0,00001541571","7,0230827331543","0,00003078773",,,"0,000162124633789063",
5968,"295798,415888","05-11-2018 06:55:42,618","4560,0038",14,27,"1,49995613098145","4,14395046234131","1,89992368221283","0,00001541571","7,22974872589111","0,00003078773",,,"0,000217437744140625",
5969,"295918,417088","05-11-2018 06:57:42,619","4680,005",14,27,"1,49994850158691","4,16460704803467","1,94992923736572","0,00001541571","7,43748569488525","0,00003078773",,,"0,000187873840332031",
5970,"296038,412588","05-11-2018 06:59:42,614","4800,0005",14,27,"1,49996948242188","4,18496131896973","1,99992346763611","0,00001541571","7,64620447158814","0,00003078773",,,"0,00018310546875",
5971,"296133,271888","05-11-2018 07:01:17,474","4894,8598",14,27,"1,49995040893555","4,20000267028809","2,03943729400635","0,00001541571","7,81186866760254","0,00003078773",,,"8,66983326533555E-05",
5972,"296253,299528","05-11-2018 07:03:17,499","120,0037",15,27,"1,33249473571777","4,20032501220703","2,0864851474762","0,00001541571","8,00948619842529","0,00003078773",,,"-3,52859497070313E-05",
5973,"296373,301928","05-11-2018 07:05:17,502","240,0061",15,27,"1,22332572937012","4,20036029815674","2,12894511222839","0,00001541571","8,18783187866211","0,00003078773",,,"1,9073486328125E-06",
5974,"296493,295928","05-11-2018 07:07:17,496","360,0001",15,27,"1,15087509155273","4,20031261444092","2,16844820976257","0,00001541571","8,35375785827637","0,00003078773",,,"0,000030517578125",
5975,"296443,27596","05-11-2018 10:52:33,259","309,967288",14,27,"1,50018310546875","4,20002555847168","2,12943315505981","0,000015","8,18988132476807","0,000031",,,"3,90250972302377E-05",
5976,"296563,283908","05-11-2018 10:54:33,284","120,0028",15,27,"1,18342208862305","4,20053005218506","2,17260241508484","0,000015","8,37123107910156","0,000031",,,"3,91006469726563E-05",
5977,"296683,281408","05-11-2018 10:56:33,281","240,0003",15,27,"1,05596351623535","4,20050048828125","2,20976734161377","0,000015","8,52734375","0,000031",,,"2,6702880859375E-05",
5978,"296803,281908","05-11-2018 10:58:33,282","360,0008",15,27,"0,968868255615234","4,20048522949219","2,24343323707581","0,000015","8,66875648498535","0,000031",,,"2,00271606445313E-05",
5979,"296923,282608","05-11-2018 11:00:33,282","480,0015",15,27,"0,900979995727539","4,20048141479492","2,2745635509491","0,000015","8,79951763153076","0,000031",,,"6,38961791992188E-05",
5980,"297043,282508","05-11-2018 11:02:33,282","600,0014",15,27,"0,839630126953125","4,20046138763428","2,30356788635254","0,000015","8,92134952545166","0,000031",,,"-3,814697265625E-06",
5981,"297163,282908","05-11-2018 11:04:33,283","720,0018",15,27,"0,778545379638672","4,20046424865723","2,33054065704346","0,000015","9,03464794158936","0,000031",,,"-9,5367431640625E-06",
5982,"297283,284508","05-11-2018 11:06:33,284","840,0034",15,27,"0,715669631958008","4,20046234130859","2,35544466972351","0,000015","9,13925743103027","0,000031",,,"-3,14712524414063E-05",
5983,"297403,289008","05-11-2018 11:08:33,289","960,0079",15,27,"0,650840759277344","4,20045948028564","2,37821936607361","0,000015","9,2349214553833","0,000031",,,"2,86102294921875E-06",
5984,"297523,288808","05-11-2018 11:10:33,289","1080,0077",15,27,"0,585611343383789","4,20048332214356","2,39882850646973","0,000015","9,32148933410645","0,000031",,,"-1,04904174804688E-05",
5985,"297643,283108","05-11-2018 11:12:33,283","1200,002",15,27,"0,520820617675781","4,20046138763428","2,41726565361023","0,000015","9,39893436431885","0,000031",,,"-4,76837158203125E-06",
5986,"297763,287008","05-11-2018 11:14:33,287","1320,0059",15,27,"0,458703994750977","4,2004508972168","2,43358016014099","0,000015","9,46746253967285","0,000031",,,"-3,24249267578125E-05",
5987,"297883,288408","05-11-2018 11:16:33,288","1440,0073",15,27,"0,400146484375","4,20045948028564","2,4478816986084","0,000015","9,52753639221191","0,000031",,,"4,1961669921875E-05",
5988,"298003,284108","05-11-2018 11:18:33,284","1560,003",15,27,"0,346534729003906","4,20046997070313","2,46030974388123","0,000015","9,57973957061768","0,000031",,,"1,23977661132813E-05",
5989,"298123,284708","05-11-2018 11:20:33,285","1680,0036",15,27,"0,2984619140625","4,20045948028564","2,47104525566101","0,000015","9,62483310699463","0,000031",,,0,
5990,"298243,284408","05-11-2018 11:22:33,284","1800,0033",15,27,"0,256206512451172","4,20042991638184","2,48027086257935","0,000015","9,6635856628418","0,000031",,,"-3,52859497070313E-05",
5991,"298243,290008","05-11-2018 11:22:33,290","1800,0089",15,27,"0,256210327148438","4,20042991638184","2,48027443885803","0,000015","9,66359996795654","0,000031",,,"-3,52858251068987E-05",
5992,"298843,36182","05-11-2018 11:32:33,348","600,0034",16,27,0,"4,16263198852539","2,48027443885803","0,000015","9,66359996795654","0,000031",,,"-2,19345092773438E-05",
5993,"298843,36222","05-11-2018 11:32:33,349","600,0038",16,27,0,"4,16263198852539","2,48027443885803","0,000015","9,66359996795654","0,000031",,,"-2,19350270421416E-05",
5994,"298963,439504","05-11-2018 11:34:33,441","120,0008",17,27,"-2,99994850158691","3,83609294891357","2,48027443885803","0,1000041","9,66359996795654","0,3854828",,,"-0,000177383422851563",
5995,"299083,445204","05-11-2018 11:36:33,446","240,0065",17,27,"-2,9999828338623","3,81923389434814","2,48027443885803","0,1999812","9,66359996795654","0,7681174",,,"-0,000145912170410156",
5996,"299203,445604","05-11-2018 11:38:33,447","360,0069",17,27,"-2,99996376037598","3,80253791809082","2,48027443885803","0,2999984","9,66359996795654","1,149305",,,"-0,000185966491699219",
5997,"299323,439704","05-11-2018 11:40:33,441","480,001",17,27,"-2,99998474121094","3,77927494049072","2,48027443885803","0,3999752","9,66359996795654","1,528381",,,"-0,000279426574707031",
5998,"299443,444404","05-11-2018 11:42:33,446","600,0057",17,27,"-2,99997997283936","3,74763679504395","2,48027443885803","0,4999978","9,66359996795654","1,904878",,,"-0,000294685363769531",
5999,"299563,445704","05-11-2018 11:44:33,447","720,007",17,27,"-2,99993228912354","3,71108150482178","2,48027443885803","0,5999696","9,66359996795654","2,277722",,,"-0,000296592712402344",
6000,"299683,439904","05-11-2018 11:46:33,441","840,0012",17,27,"-2,99994850158691","3,67557334899902","2,48027443885803","0,6999533","9,66359996795654","2,646963",,,"-0,000270843505859375",
6001,"299803,440604","05-11-2018 11:48:33,442","960,0019",17,27,"-2,99992561340332","3,64393997192383","2,48027443885803","0,7999529","9,66359996795654","3,012906",,,"-0,000255584716796875",
6002,"299923,444204","05-11-2018 11:50:33,445","1080,0055",17,27,"-2,99994277954102","3,61454200744629","2,48027443885803","0,899973","9,66359996795654","3,375896",,,"-0,000201225280761719",
6003,"300043,444304","05-11-2018 11:52:33,445","1200,0056",17,27,"-2,99991893768311","3,58411312103272","2,48027443885803","0,9999744","9,66359996795654","3,735856",,,"-0,000288963317871094",
6004,"300163,440304","05-11-2018 11:54:33,441","1320,0016",17,27,"-2,99994277954102","3,5505485534668","2,48027443885803","1,099965","9,66359996795654","4,092585",,,"-0,000294685363769531",
6005,"300283,442104","05-11-2018 11:56:33,443","1440,0034",17,27,"-2,99991703033447","3,51348304748535","2,48027443885803","1,199959","9,66359996795654","4,44579",,,"-0,000333786010742188",
6006,"300403,440304","05-11-2018 11:58:33,441","1560,0016",17,27,"-2,99996185302734","3,47432041168213","2,48027443885803","1,299952","9,66359996795654","4,795164",,,"-0,000372886657714844",
6007,"300523,440104","05-11-2018 12:00:33,441","1680,0014",17,27,"-2,99996185302734","3,4357852935791","2,48027443885803","1,399941","9,66359996795654","5,140609",,,"-0,000360488891601563",
6008,"300643,443304","05-11-2018 12:02:33,444","1800,0046",17,27,"-2,99989414215088","3,40108013153076","2,48027443885803","1,49994","9,66359996795654","5,482412",,,"-0,000309944152832031",
6009,"300763,442304","05-11-2018 12:04:33,443","1920,0036",17,27,"-2,99997997283936","3,37085437774658","2,48027443885803","1,599928","9,66359996795654","5,820934",,,"-0,000245094299316406",
6010,"300883,438804","05-11-2018 12:06:33,440","2040,0001",17,27,"-2,99995899200439","3,34354209899902","2,48027443885803","1,699915","9,66359996795654","6,156594",,,"-0,000210762023925781",
6011,"301003,439404","05-11-2018 12:08:33,440","2160,0007",17,27,"-2,99997425079346","3,31701564788818","2,48027443885803","1,799909","9,66359996795654","6,489603",,,"-0,00023651123046875",
6012,"301123,439004","05-11-2018 12:10:33,440","2280,0003",17,27,"-2,99990272521973","3,28828907012939","2,48027443885803","1,899896","9,66359996795654","6,819861",,,"-0,000283241271972656",
6013,"301243,439904","05-11-2018 12:12:33,441","2400,0012",17,27,"-2,99997806549072","3,25503444671631","2,48027443885803","1,999886","9,66359996795654","7,147019",,,"-0,000243186950683594",
6014,"301363,439604","05-11-2018 12:14:33,441","2520,0009",17,27,"-2,99998664855957","3,22120761871338","2,48027443885803","2,099874","9,66359996795654","7,470824",,,"-0,000311851501464844",
6015,"301483,441104","05-11-2018 12:16:33,442","2640,0024",17,27,"-2,9999828338623","3,1778039932251","2,48027443885803","2,199875","9,66359996795654","7,790886",,,"-0,000451087951660156",
6016,"301603,442404","05-11-2018 12:18:33,444","2760,0037",17,27,"-2,99991512298584","3,10087585449219","2,48027443885803","2,299864","9,66359996795654","8,105434",,,"-0,00107383728027344",
6017,"301723,441404","05-11-2018 12:20:33,442","2880,0027",17,27,"-2,99993801116943","2,92088031768799","2,48027443885803","2,399863","9,66359996795654","8,407316",,,"-0,00185775756835938",
6018,"301843,442604","05-11-2018 12:22:33,444","3000,0039",17,27,"-3,00001239776611","2,35703945159912","2,48027443885803","2,49985","9,66359996795654","8,681788",,,"-0,014643669128418",
6019,"301859,790204","05-11-2018 12:22:49,791","3016,3515",17,27,"-3,0000057220459","1,99997901916504","2,48027443885803","2,513477","9,66359996795654","8,711854",,,"-0,0126351651582164",
6020,"301859,80514","05-11-2018 12:22:49,811","0,0064",18,28,"-3,00045013427734","1,9981575012207",0,"0,000002000299",0,"0,000003996913",,,"-0,0126326956256978",
6021,"301979,837208","05-11-2018 12:24:49,840","120,0059",14,28,"1,50006103515625","3,26756572723389","0,0499871075153351","0,00001350056","0,152432754635811","0,00002696886",,,"0,00211429595947266",
6022,"302099,835708","05-11-2018 12:26:49,838","240,0044",14,28,"1,50003623962402","3,43655109405518","0,0999889448285103","0,00001350056","0,32050758600235","0,00002696886",,,"0,00104236602783203",
6023,"302219,836908","05-11-2018 12:28:49,840","360,0056",14,28,"1,50004196166992","3,52047634124756","0,149998009204865","0,00001350056","0,49474561214447","0,00002696886",,,"0,000494956970214844",
6024,"302339,832708","05-11-2018 12:30:49,836","480,0014",14,28,"1,50002479553223","3,5692310333252","0,199993446469307","0,00001350056","0,672059893608093","0,00002696886",,,"0,000283241271972656",
6025,"302459,835608","05-11-2018 12:32:49,838","600,0043",14,28,"1,50005722045898","3,58981609344482","0,249997526407242","0,00001350056","0,85109955072403","0,00002696886",,,"0,0001678466796875",
6026,"302579,839608","05-11-2018 12:34:49,842","720,0083",14,28,"1,50008201599121","3,60710048675537","0,299992799758911","0,00001350056","1,03100872039795","0,00002696886",,,"0,000173568725585938",
6027,"302699,838408","05-11-2018 12:36:49,841","840,0071",14,28,"1,50008964538574","3,62361526489258","0,350000351667404","0,00001350056","1,21180617809296","0,00002696886",,,"0,000136375427246094",
6028,"302819,834408","05-11-2018 12:38:49,837","960,0031",14,28,"1,50004386901855","3,64055156707764","0,399981319904327","0,00001350056","1,3933345079422","0,00002696886",,,"0,000147819519042969",
6029,"302939,839608","05-11-2018 12:40:49,842","1080,0083",14,28,"1,50005340576172","3,6608715057373","0,450001895427704","0,00001350056","1,575927734375","0,00002696886",,,"0,000214576721191406",
6030,"303059,834608","05-11-2018 12:42:49,837","1200,0033",14,28,"1,50004005432129","3,68338108062744","0,499990820884705","0,00001350056","1,75949418544769","0,00002696886",,,"0,000179290771484375",
6031,"303179,835208","05-11-2018 12:44:49,838","1320,0039",14,28,"1,50002861022949","3,70461750030518","0,549989402294159","0,00001350056","1,94419014453888","0,00002696886",,,"0,000144004821777344",
6032,"303299,837308","05-11-2018 12:46:49,840","1440,006",14,28,"1,50001907348633","3,72462940216064","0,600000202655792","0,00001350056","2,12997841835022","0,00002696886",,,"0,000125885009765625",
6033,"303419,832508","05-11-2018 12:48:49,835","1560,0012",14,28,"1,50004005432129","3,74078845977783","0,649999797344208","0,00001350056","2,31662368774414","0,00002696886",,,"0,000147819519042969",
6034,"303539,831308","05-11-2018 12:50:49,834",1680,14,28,"1,50002288818359","3,75387859344482","0,69999086856842","0,00001350056","2,50397276878357","0,00002696886",,,"0,000102043151855469",
6035,"303659,838508","05-11-2018 12:52:49,841","1800,0072",14,28,"1,50002861022949","3,76501083374023","0,749999403953552","0,00001350056","2,69197916984558","0,00002696886",,,"5,24520874023438E-05",
6036,"303779,831808","05-11-2018 12:54:49,835","1920,0005",14,28,"1,50002479553223","3,7761402130127","0,799992501735687","0,00001350056","2,88047862052918","0,00002696886",,,"9,72747802734375E-05",
6037,"303899,833508","05-11-2018 12:56:49,836","2040,0022",14,28,"1,50002098083496","3,7879467010498","0,849988758563995","0,00001350056","3,06956315040588","0,00002696886",,,"0,000105857849121094",
6038,"304019,832308","05-11-2018 12:58:49,835","2160,001",14,28,"1,5","3,8007116317749","0,899995863437653","0,00001350056","3,25930333137512","0,00002696886",,,"0,000133514404296875",
6039,"304139,834508","05-11-2018 13:00:49,837","2280,0032",14,28,"1,49995422363281","3,81463146209717","0,949985444545746","0,00001350056","3,44964241981506","0,00002696886",,,"0,000100135803222656",
6040,"304259,833508","05-11-2018 13:02:49,836","2400,0022",14,28,"1,49997138977051","3,82985591888428","0,999986886978149","0,00001350056","3,64075422286987","0,00002696886",,,"0,000139236450195313",
6041,"304379,833308","05-11-2018 13:04:49,836","2520,002",14,28,"1,49996566772461","3,84657001495361","1,04998219013214","0,00001350056","3,83264064788818","0,00002696886",,,"0,000179290771484375",
