Data_Point,Date_Time,Test_Time(s),Step_Time(s),Step_Index,Cycle_Index,Voltage(V),Current(A),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),Internal Resistance(Ohm),dV/dt(V/s),dI/dt(A/s),Aux_Temperature_1,Aux_Temperature_2
5228,"08-27-2018 01:48:58,196","228426,24848","2040,0011",17,21,"3,35782670974731","-2,99999141693115","2,388503074646","1,699883","9,30256652832031","6,192116",,,"-0,000247955322265625",,"37,0015258789063","34,8274154663086"
5229,"08-27-2018 01:50:58,195","228546,24798","2160,0006",17,21,"3,32913637161255","-2,99994087219238","2,388503074646","1,79988","9,30256652832031","6,52647",,,"-0,000264167785644531",,"37,2094305213255","34,8222274780273"
5230,"08-27-2018 01:52:58,196","228666,24858","2280,0012",17,21,"3,29822206497192","-2,999924659729","2,388503074646","1,899865","9,30256652832031","6,857798",,,"-0,000263214111328125",,"37,4356456953625","34,8368186950684"
5231,"08-27-2018 01:54:58,196","228786,24838","2400,001",17,21,"3,26488637924194","-2,99997043609619","2,388503074646","1,999864","9,30256652832031","7,186011",,,"-0,000321388244628906",,"37,5719184875488","34,8438301086426"
5232,"08-27-2018 01:56:58,195","228906,24748","2520,0001",17,21,"3,22074747085571","-3,00000762939453","2,388503074646","2,099858","9,30256652832031","7,510386",,,"-0,000405311584472656",,"37,6708755493164","34,8291473388672"
5233,"08-27-2018 01:58:58,198","229026,25048","2640,0031",17,21,"3,14526796340942","-2,99998664855957","2,388503074646","2,199852","9,30256652832031","7,829277",,,"-0,00111103057861328",,"37,8503074645996","34,8150787353516"
5234,"08-27-2018 02:00:58,195","229146,24778","2760,0004",17,21,"2,9406943321228","-2,99999523162842","2,388503074646","2,299843","9,30256652832031","8,134717",,,"-0,00235366821289063",,"38,1536862706161","34,9175071716309"
5235,"08-27-2018 02:02:43,301","229251,35358","2865,1062",17,21,"1,99946928024292","-2,9999475479126","2,388503074646","2,387423","9,30256652832031","8,37065",,,"-0,000291003250886826",,"38,6202239990234","34,8525466918945"
5236,"08-27-2018 02:02:43,317","229251,369912","0,0033",18,22,"1,9970269203186","-3,00018882751465",0,"0,000002166802",0,"0,000004327163",,,"-0,000290687293956873",,"38,6201481925589","34,8525725278457"
5237,"08-27-2018 02:04:43,339","229371,39958","120,0003",14,22,"3,26485681533813","1,50000762939453","0,0499956794083118","0,00001558256","0,151914954185486","0,0000311121",,,"0,00206470489501953",,"38,05503","34,8461799621582"
5238,"08-27-2018 02:06:43,343","229491,40298","240,0037",14,22,"3,43802976608276","1,50002479553223","0,0999914854764938","0,00001558256","0,319949150085449","0,0000311121",,,"0,00107860565185547",,"37,40087890625","34,8626098632813"
5239,"08-27-2018 02:08:43,340","229611,39998","360,0007",14,22,"3,52884721755981","1,4999885559082","0,149987041950226","0,00001558256","0,494379252195358","0,0000311121",,,"0,000542640686035156",,"36,8682441711426","34,9232978820801"
5240,"08-27-2018 02:10:43,340","229731,39998","480,0007",14,22,"3,57072019577026","1,5","0,199986279010773","0,00001558256","0,672054708003998","0,0000311121",,,"0,000155448913574219",,"36,5752146301776","34,8960914611816"
5241,"08-27-2018 02:12:43,339","229851,39968","600,0004",14,22,"3,58916521072388","1,49997901916504","0,249983683228493","0,00001558256","0,851049780845642","0,0000311121",,,"0,000159263610839844",,"36,3685073852539","34,8768920898438"
5242,"08-27-2018 02:14:43,342","229971,40178","720,0025",14,22,"3,60665464401245","1,50004196166992","0,29997918009758","0,00001558256","1,03093218803406","0,0000311121",,,"0,000161170959472656",,"36,176609199219","34,7890701293945"
5243,"08-27-2018 02:16:43,343","230091,40348","840,0042",14,22,"3,62394857406616","1,50001525878906","0,349979162216187","0,00001558256","1,21169805526733","0,0000311121",,,"0,000141143798828125",,"36,1250040176134","34,950626373291"
5244,"08-27-2018 02:18:43,342","230211,40238","960,0031",14,22,"3,64203405380249","1,50004386901855","0,399975478649139","0,00001558256","1,39332401752472","0,0000311121",,,"0,000157356262207031",,"35,9514506954457","34,8674125671387"
5245,"08-27-2018 02:20:43,340","230331,40038","1080,0011",14,22,"3,66366815567017","1,5000114440918","0,449971377849579","0,00001558256","1,57593607902527","0,0000311121",,,"0,000214576721191406",,"35,8396301269531","34,8908615112305"
5246,"08-27-2018 02:22:43,341","230451,40088","1200,0016",14,22,"3,6861891746521","1,50000381469727","0,49996542930603","0,00001558256","1,75966656208038","0,0000311121",,,"0,000165939331054688",,"35,7505760934985","34,8783645629883"
5247,"08-27-2018 02:24:43,344","230571,40398","1320,0047",14,22,"3,70806741714478","1,5000057220459","0,549965679645538","0,00001558256","1,94452846050262","0,0000311121",,,"0,000170707702636719",,"35,6821479797363","34,9130973815918"
5248,"08-27-2018 02:26:43,341","230691,40138","1440,0021",14,22,"3,7262806892395","1,49999809265137","0,599963128566742","0,00001558256","2,13039445877075","0,0000311121",,,"0,000153541564941406",,"35,5590019226074","34,8884239196777"
5249,"08-27-2018 02:28:43,340","230811,40058","1560,0013",14,22,"3,74152135848999","1,49995422363281","0,649958729743958","0,00001558256","2,31708788871765","0,0000311121",,,"0,000115394592285156",,"35,5523452758789","34,886589050293"
5250,"08-27-2018 02:30:43,339","230931,39938","1680,0001",14,22,"3,75391054153442","1,50000190734863","0,699956297874451","0,00001558256","2,50446939468384","0,0000311121",,,"0,000148773193359375",,"35,5240288016735","34,941764831543"
5251,"08-27-2018 02:32:43,340","231051,39998","1800,0007",14,22,"3,7661280632019","1,49999237060547","0,749954998493195","0,00001558256","2,6924614906311","0,0000311121",,,"0,000104904174804688",,"35,5654067993164","34,8417739868164"
5252,"08-27-2018 02:34:43,340","231171,40058","1920,0013",14,22,"3,77921724319458","1,50004577636719","0,799951136112213","0,00001558256","2,88107466697693","0,0000311121",,,"0,000156402587890625",,"35,5485954284668","34,8877983093262"
5253,"08-27-2018 02:36:43,340","231291,40068","2040,0014",14,22,"3,79352331161499","1,49999809265137","0,849947810173035","0,00001558256","3,0703752040863","0,0000311121",,,"0,000101089477539063",,"35,6015128648377","34,871940612793"
5254,"08-27-2018 02:38:43,339","231411,39958","2160,0003",14,22,"3,80927801132202","1,50004577636719","0,899940967559815","0,00001558256","3,26041388511658","0,0000311121",,,"0,000132560729980469",,"35,6364822387695","34,820743560791"
5255,"08-27-2018 02:40:43,339","231531,39938","2280,0001",14,22,"3,82652139663696","1,50004386901855","0,949937999248505","0,00001558256","3,45129251480103","0,0000311121",,,"0,000148773193359375",,"35,73681640625","34,7978744506836"
5256,"08-27-2018 02:42:43,341","231651,40138","2400,0021",14,22,"3,84524965286255","1,50002670288086","0,99993371963501","0,00001558256","3,64306545257568","0,0000311121",,,"0,000161170959472656",,"35,7936362746724","34,8859634399414"
5257,"08-27-2018 02:44:43,341","231771,40128","2520,002",14,22,"3,86508131027222","1,50003814697266","1,04992938041687","0,00001558256","3,83580374717712","0,0000311121",,,"0,000197410583496094",,"35,8857536315918","34,7829437255859"
5258,"08-27-2018 02:46:43,342","231891,40208","2640,0028",14,22,"3,88557767868042","1,50005149841309","1,09993028640747","0,00001558256","4,0295729637146","0,0000311121",,,"0,000145912170410156",,"35,9270172119141","34,8661460876465"
5259,"08-27-2018 02:48:43,341","232011,40168","2760,0024",14,22,"3,90609121322632","1,50003051757813","1,14992988109589","0,00001558256","4,22436475753784","0,0000311121",,,"0,000165939331054688",,"36,0072631835938","34,8402557373047"
5260,"08-27-2018 02:50:43,339","232131,39968","2880,0004",14,22,"3,92607259750366","1,50004959106445","1,19992709159851","0,00001558256","4,42016220092773","0,0000311121",,,"0,000165939331054688",,"36,0665359003123","34,8886985778809"
5261,"08-27-2018 02:52:43,343","232251,40288","3000,0036",14,22,"3,94492769241333","1,50004577636719","1,24992501735687","0,00001558256","4,61693525314331","0,0000311121",,,"0,00018310546875",,"36,0847816467285","34,8137359619141"
5262,"08-27-2018 02:54:43,341","232371,40098","3120,0017",14,22,"3,96243906021118","1,50002479553223","1,2999175786972","0,00001558256","4,81459522247314","0,0000311121",,,"0,000145912170410156",,"36,084114074707","34,8405265808106"
5263,"08-27-2018 02:56:43,341","232491,40168","3240,0024",14,22,"3,9788966178894","1,50004386901855","1,34991431236267","0,00001558256","5,01311779022217","0,0000311121",,,"0,000157356262207031",,"36,1075286865234","34,8359832763672"
5264,"08-27-2018 02:58:43,341","232611,40148","3360,0022",14,22,"3,99451208114624","1,50003051757813","1,39991056919098","0,00001558256","5,21243953704834","0,0000311121",,,"0,000138282775878906",,"36,1020240829563","34,8460426330566"
5265,"08-27-2018 03:00:43,341","232731,40158","3480,0023",14,22,"4,00973749160767","1,50007057189941","1,44990754127502","0,00001558256","5,41253471374512","0,0000311121",,,"7,43865966796875E-05",,"36,0637168884277","34,8134269714356"
5266,"08-27-2018 03:02:43,340","232851,40028","3600,001",14,22,"4,02489995956421","1,50003051757813","1,49990689754486","0,00001558256","5,61339855194092","0,0000311121",,,"0,000120162963867188",,"36,0318298339844","34,850284576416"
5267,"08-27-2018 03:04:43,339","232971,39948","3720,0002",14,22,"4,04021215438843","1,50005340576172","1,5499039888382","0,00001558256","5,81501483917236","0,0000311121",,,"9,34600830078125E-05",,"36,0536880493164","34,8118629455566"
5268,"08-27-2018 03:06:43,343","233091,40318","3840,0039",14,22,"4,05602121353149","1,50002670288086","1,59990119934082","0,00001558256","6,01740694046021","0,0000311121",,,"0,000100135803222656",,"36,0035477102394","34,8883857727051"
5269,"08-27-2018 03:08:43,341","233211,40078","3960,0015",14,22,"4,07292318344116","1,50004959106445","1,64990341663361","0,00001558256","6,22063493728638","0,0000311121",,,"0,000143051147460938",,"35,9549713134766","34,7881240844727"
5270,"08-27-2018 03:10:43,339","233331,39938","4080,0001",14,22,"4,09115076065064","1,50002479553223","1,69990170001984","0,00001558256","6,42472410202026","0,0000311121",,,"0,000165939331054688",,"35,9039268493652","34,7911415100098"
5271,"08-27-2018 03:12:43,341","233451,40098","4200,0017",14,22,"4,11084604263306","1,50002288818359","1,7498996257782","0,00001558256","6,62976026535034","0,0000311121",,,"0,000203132629394531",,"35,8211899493176","34,8158569335938"
5272,"08-27-2018 03:14:43,341","233571,40148","4320,0022",14,22,"4,13175439834595","1,50005149841309","1,79989671707153","0,00001558256","6,83580923080444","0,0000311121",,,"0,000202178955078125",,"35,802375793457","34,863094329834"
5273,"08-27-2018 03:16:43,340","233691,40048","4440,0012",14,22,"4,1531195640564","1,50005912780762","1,84989595413208","0,00001558256","7,04292774200439","0,0000311121",,,"0,000136375427246094",,"35,8263549804688","34,8057632446289"
5274,"08-27-2018 03:18:43,340","233811,39978","4560,0005",14,22,"4,17404699325562","1,50005149841309","1,89989244937897","0,00001558256","7,25109720230103","0,0000311121",,,"0,000165939331054688",,"35,785343170166","34,8027381896973"
5275,"08-27-2018 03:20:43,340","233931,39998","4680,0007",14,22,"4,19320344924927","1,50003433227539","1,94988811016083","0,00001558256","7,46026992797852","0,0000311121",,,"0,000201225280761719",,"35,8215255435785","34,845703125"
5276,"08-27-2018 03:21:32,011","233980,07138","4728,6721",14,22,"4,20001268386841","1,50002288818359","1,97016835212708","0,00001558256","7,54537916183472","0,0000311121",,,"0,000145644271198504",,"35,7844238742021","34,7878150939941"
5277,"08-27-2018 03:23:32,033","234100,100508","120,0002",15,22,"4,20052194595337","1,34799957275391","2,01747012138367","0,00001558256","7,74407196044922","0,0000311121",,,"8,58306884765625E-06",,"35,783195542706","34,7884025573731"
5278,"08-27-2018 03:25:32,036","234220,102908","240,0026",15,22,"4,20051431655884","1,25115585327148","2,06069588661194","0,00001558256","7,92564105987549","0,0000311121",,,"7,62939453125E-06",,"35,7878265380859","34,7450942993164"
5279,"08-27-2018 03:27:32,036","234340,103008","360,0027",15,22,"4,20047044754028","1,17228317260742","2,10105657577515","0,00001558256","8,09517574310303","0,0000311121",,,"-9,5367431640625E-07",,"35,7136154174805","34,7697982788086"
5280,"08-27-2018 03:29:32,037","234460,104008","480,0037",15,22,"4,20046377182007","1,0971851348877","2,13887453079224","0,00001558256","8,25402927398682","0,0000311121",,,"-2,86102294921875E-06",,"35,6893692218652","34,8634071350098"
5281,"08-27-2018 03:31:32,034","234580,101508","600,0012",15,22,"4,20050573348999","1,0222110748291","2,17420125007629","0,00001558256","8,40241813659668","0,0000311121",,,"-2,6702880859375E-05",,"35,5701599121094","34,8795738220215"
5282,"08-27-2018 03:33:32,033","234700,100408","720,0001",15,22,"4,20046377182007","0,945575714111328","2,20700120925903","0,00001558256","8,54019355773926","0,0000311121",,,"-2,6702880859375E-05",,"35,5713958740234","34,8243598937988"
5283,"08-27-2018 03:35:32,037","234820,103608","840,0033",15,22,"4,20051050186157","0,867231369018555","2,2372190952301","0,00001558256","8,66712284088135","0,0000311121",,,0,,"35,5084496068972","34,8774223327637"
5284,"08-27-2018 03:37:32,034","234940,100808","960,0005",15,22,"4,20050382614136","0,787425994873047","2,26479649543762","0,00001558256","8,78296184539795","0,0000311121",,,"8,58306884765625E-06",,"35,4044305285428","34,8475379943848"
5285,"08-27-2018 03:39:32,036","235060,103008","1080,0027",15,22,"4,20049333572388","0,707798004150391","2,2897162437439","0,00001558256","8,8876371383667","0,0000311121",,,"2,19345092773438E-05",,"35,392921596483","34,7881240844727"
5286,"08-27-2018 03:41:32,034","235180,101308","1200,001",15,22,"4,20050477981567","0,629970550537109","2,31200289726257","0,00001558256","8,98125171661377","0,0000311121",,,"-7,62939453125E-06",,"35,3570443985979","34,8079414367676"
5287,"08-27-2018 03:43:32,034","235300,101008","1320,0007",15,22,"4,20047044754028","0,555112838745117","2,33174085617065","0,00001558256","9,06416034698486","0,0000311121",,,"-8,58306884765625E-06",,"35,2684672019047","34,8755836486816"
5288,"08-27-2018 03:45:32,037","235420,104208","1440,0039",15,22,"4,20046472549439","0,48552131652832","2,34907150268555","0,00001558256","9,1369571685791","0,0000311121",,,"-9,5367431640625E-07",,"35,2003100626559","34,7993965148926"
5289,"08-27-2018 03:47:32,033","235540,100608","1560,0003",15,22,"4,20044374465942","0,422077178955078","2,36418008804321","0,00001558256","9,20042037963867","0,0000311121",,,"1,9073486328125E-06",,"35,1336826157391","34,7603797912598"
5290,"08-27-2018 03:49:32,034","235660,101508","1680,0012",15,22,"4,20043802261353","0,365150451660156","2,37728118896484","0,00001558256","9,25545120239258","0,0000311121",,,"-4,76837158203125E-05",,"35,1142429346731","34,7871894836426"
5291,"08-27-2018 03:51:32,034","235780,101108","1800,0008",15,22,"4,2004828453064","0,315025329589844","2,38859987258911","0,00001558256","9,30299472808838","0,0000311121",,,"-1,81198120117188E-05",,"35,0436058044434","34,8009300231934"
5292,"08-27-2018 03:51:32,039","235780,105708","1800,0054",15,22,"4,20048379898071","0,315023422241211","2,38859987258911","0,00001558256","9,30299472808838","0,0000311121",,,"-1,81200167139151E-05",,"35,0436035660248","34,800931728231"
5293,"08-27-2018 04:01:32,092","236380,161336","600,0001",16,22,"4,15506505966187",0,"2,38860130310059","0,00001558256","9,30300045013428","0,0000311121",,,"-4,48226928710938E-05",,"34,75161","34,8115844726563"
5294,"08-27-2018 04:01:32,095","236380,164236","600,003",16,22,"4,15506505966187",0,"2,38860130310059","0,00001558256","9,30300045013428","0,0000311121",,,"-4,48249496429748E-05",,"34,751620114751","34,8115834303203"
5295,"08-27-2018 04:03:32,191","236500,24492","120,0033",17,22,"3,86104345321655","-2,9999475479126","2,38860130310059","0,1000055","9,30300045013428","0,3876271",,,"-0,000138282775878906",,"35,1705040433103","34,8018341064453"
5296,"08-27-2018 04:05:32,190","236620,24462","240,003",17,22,"3,84537076950073","-2,99994945526123","2,38860130310059","0,1999996","9,30300045013428","0,772914",,,"-7,82012939453125E-05",,"35,5233441728598","34,7783699035645"
5297,"08-27-2018 04:07:32,189","236740,24352","360,0019",17,22,"3,82696676254272","-2,99993705749512","2,38860130310059","0,2999917","9,30300045013428","1,15655",,,"-0,000162124633789063",,"35,8938636779785","34,8628082275391"
5298,"08-27-2018 04:09:32,189","236860,24362","480,002",17,22,"3,80160570144653","-2,99998092651367","2,38860130310059","0,3999788","9,30300045013428","1,537993",,,"-0,000217437744140625",,"36,2216565261559","34,8213348388672"
5299,"08-27-2018 04:11:32,188","236980,24232","600,0007",17,22,"3,76936769485474","-2,99992847442627","2,38860130310059","0,4999711","9,30300045013428","1,916558",,,"-0,00028228759765625",,"36,4547843933106","34,7963180541992"
5300,"08-27-2018 04:13:32,189","237100,24312","720,0015",17,22,"3,7338719367981","-2,99997425079346","2,38860130310059","0,599957","9,30300045013428","2,291671",,,"-0,000308036804199219",,"36,6471672058106","34,760669708252"
5301,"08-27-2018 04:15:32,188","237220,24192","840,0003",17,22,"3,69990205764771","-2,99993705749512","2,38860130310059","0,6999462","9,30300045013428","2,663295",,,"-0,000300407409667969",,"36,7579040527344","34,9438743591309"
5302,"08-27-2018 04:17:32,188","237340,24202","960,0004",17,22,"3,66900396347046","-2,99993324279785","2,38860130310059","0,799933","9,30300045013428","3,031671",,,"-0,000215530395507813",,"36,8480033874512","34,7670860290527"
5303,"08-27-2018 04:19:32,190","237460,24452","1080,0029",17,22,"3,63903856277466","-2,99996852874756","2,38860130310059","0,8999258","9,30300045013428","3,397051",,,"-0,00026702880859375",,"36,894370994076","34,8295631408691"
5304,"08-27-2018 04:21:32,191","237580,24532","1200,0037",17,22,"3,60694456100464","-2,99995136260986","2,38860130310059","0,9999211","9,30300045013428","3,759361",,,"-0,000281333923339844",,"36,9650344848633","34,7057838439941"
5305,"08-27-2018 04:23:32,188","237700,24192","1320,0003",17,22,"3,57102727890015","-2,99995994567871","2,38860130310059","1,099912","9,30300045013428","4,11826",,,"-0,000334739685058594",,"37,0175208608011","34,7503204345703"
5306,"08-27-2018 04:25:32,188","237820,24192","1440,0003",17,22,"3,53156709671021","-2,9999532699585","2,38860130310059","1,1999","9,30300045013428","4,473372",,,"-0,000327110290527344",,"36,9929275512695","34,8975524902344"
5307,"08-27-2018 04:27:32,192","237940,24592","1560,0043",17,22,"3,49055624008179","-2,99997234344482","2,38860130310059","1,299894","9,30300045013428","4,824458",,,"-0,000325202941894531",,"36,8682861328125","34,8768310546875"
5308,"08-27-2018 04:29:32,188","238060,24252","1680,0009",17,22,"3,45136785507202","-3,00002002716064","2,38860130310059","1,39989","9,30300045013428","5,171506",,,"-0,000273704528808594",,"36,846111316087","34,7752838134766"
5309,"08-27-2018 04:31:32,188","238180,24202","1800,0004",17,22,"3,41661882400513","-2,99997425079346","2,38860130310059","1,49988","9,30300045013428","5,514828",,,"-0,000321388244628906",,"36,857349395752","34,7752838134766"
5310,"08-27-2018 04:33:32,188","238300,24192","1920,0003",17,22,"3,38610696792603","-2,99995803833008","2,38860130310059","1,599869","9,30300045013428","5,854898",,,"-0,000207901000976563",,"36,8570175170898","34,8115844726563"
5311,"08-27-2018 04:35:32,189","238420,24342","2040,0018",17,22,"3,35782098770142","-2,99996662139893","2,38860130310059","1,699867","9,30300045013428","6,192078",,,"-0,000206947326660156",,"36,9410437837388","34,7271347045898"
5312,"08-27-2018 04:37:32,189","238540,24372","2160,0021",17,22,"3,32913255691528","-2,99994087219238","2,38860130310059","1,799861","9,30300045013428","6,526419",,,"-0,000318527221679688",,"37,1159477233887","34,7938842773438"
5313,"08-27-2018 04:39:32,188","238660,24192","2280,0003",17,22,"3,29826784133911","-2,9999828338623","2,38860130310059","1,899858","9,30300045013428","6,85779",,,"-0,000252723693847656",,"37,3519857346952","34,7811088562012"
5314,"08-27-2018 04:41:32,189","238780,24332","2400,0017",17,22,"3,26492929458618","-2,99994087219238","2,38860130310059","1,999847","9,30300045013428","7,185975",,,"-0,00037384033203125",,"37,4898754818489","34,7655296325684"
5315,"08-27-2018 04:43:32,190","238900,24402","2520,0024",17,22,"3,22078561782837","-2,99995803833008","2,38860130310059","2,099839","9,30300045013428","7,510347",,,"-0,000446319580078125",,"37,5636898124271","34,8344535827637"
5316,"08-27-2018 04:45:32,190","239020,24402","2640,0024",17,22,"3,14535570144653","-2,99995613098145","2,38860130310059","2,199831","9,30300045013428","7,829235",,,"-0,00110721588134766",,"37,7935823515627","34,8121757507324"
5317,"08-27-2018 04:47:32,188","239140,24272","2760,0011",17,22,"2,94092416763306","-2,99997901916504","2,38860130310059","2,299827","9,30300045013428","8,134712",,,"-0,0023345947265625",,"38,1351776123047","34,73779296875"
5318,"08-27-2018 04:49:17,346","239245,40052","2865,1589",17,22,"1,99970293045044","-2,999924659729","2,38860130310059","2,387448","9,30300045013428","8,370779",,,"-0,00026069791383177",,"38,4798431396484","34,8323059082031"
5319,"08-27-2018 04:49:17,362","239245,429588","0,0032",18,23,"1,99735307693481","-3,00005722045898",0,"0,000002000038",0,"0,000003994781",,,"-0,000260382365684094",,"38,4797838995227","34,8323571523692"
5320,"08-27-2018 04:51:17,384","239365,442972","120,0003",14,23,"3,26490449905396","1,50002861022949","0,0499961338937283","0,00001558345","0,15191961824894","0,00003111637",,,"0,00210666656494141",,"38,0353415207501","34,7231712341309"
5321,"08-27-2018 04:53:17,385","239485,443572","240,0009",14,23,"3,43810415267944","1,50004196166992","0,0999932587146759","0,00001558345","0,319961786270142","0,00003111637",,,"0,00109481811523438",,"37,2904690945995","34,810962677002"
5322,"08-27-2018 04:55:17,385","239605,443372","360,0007",14,23,"3,52893972396851","1,50002670288086","0,149989351630211","0,00001558345","0,494398534297943","0,00003111637",,,"0,000548362731933594",,"36,7697372436523","34,7969436645508"
5323,"08-27-2018 04:57:17,385","239725,443972","480,0013",14,23,"3,57083082199097","1,50003433227539","0,199988082051277","0,00001558345","0,672076940536499","0,00003111637",,,"0,000164985656738281",,"36,4927370472386","34,7426490783691"
5324,"08-27-2018 04:59:17,388","239845,446972","600,0043",14,23,"3,58921480178833","1,50000762939453","0,249984666705132","0,00001558345","0,851072669029236","0,00003111637",,,"0,000131607055664063",,"36,2197727971642","34,744800567627"
5325,"08-27-2018 05:01:17,384","239965,442772","720,0001",14,23,"3,60678339004517","1,50000381469727","0,29998442530632","0,00001558345","1,03097438812256","0,00003111637",,,"0,000193595886230469",,"36,0652013927752","34,690544128418"
5326,"08-27-2018 05:03:17,385","240085,443672","840,001",14,23,"3,62400102615356","1,50002861022949","0,349978238344193","0,00001558345","1,21172213554382","0,00003111637",,,"0,000148773193359375",,"35,9616241455078","34,7573318481445"
5327,"08-27-2018 05:05:17,385","240205,443872","960,0012",14,23,"3,64213705062866","1,50002479553223","0,399976462125778","0,00001558345","1,39336001873016","0,00003111637",,,"0,000143051147460938",,"35,868991929","34,8597602844238"
5328,"08-27-2018 05:07:17,387","240325,445572","1080,0029",14,23,"3,66374444961548","1,50007057189941","0,44997176527977","0,00001558345","1,57597494125366","0,00003111637",,,"0,000166893005371094",,"35,8103332519531","34,8292503356934"
5329,"08-27-2018 05:09:17,387","240445,445572","1200,0029",14,23,"3,68630456924438","1,50004386901855","0,499966084957123","0,00001558345","1,75971114635468","0,00003111637",,,"0,000205039978027344",,"35,6723327636719","34,8033294677734"
5330,"08-27-2018 05:11:17,388","240565,446172","1320,0035",14,23,"3,70818090438843","1,50003623962402","0,549961626529694","0,00001558345","1,94456052780151","0,00003111637",,,"0,000155448913574219",,"35,6228294785084","34,8323059082031"
5331,"08-27-2018 05:13:17,385","240685,444072","1440,0014",14,23,"3,72637510299683","1,50010108947754","0,599957346916199","0,00001558345","2,13042545318604","0,00003111637",,,"0,000157356262207031",,"35,5547218322754","34,7811088562012"
5332,"08-27-2018 05:15:17,386","240805,444572","1560,0019",14,23,"3,74163389205933","1,50004959106445","0,649957895278931","0,00001558345","2,31714224815369","0,00003111637",,,"0,000121116638183594",,"35,4786492027979","34,7560806274414"
5333,"08-27-2018 05:17:17,387","240925,445572","1680,0029",14,23,"3,75396203994751","1,50005722045898","0,699955999851227","0,00001558345","2,50452995300293","0,00003111637",,,"9,44137573242188E-05",,"35,4881401062012","34,7884330749512"
5334,"08-27-2018 05:19:17,385","241045,443372","1800,0007",14,23,"3,76621007919312","1,50006675720215","0,749949991703033","0,00001558345","2,69250917434692","0,00003111637",,,"0,000120162963867188",,"35,5240287481684","34,8176918029785"
5335,"08-27-2018 05:21:17,385","241165,443172","1920,0005",14,23,"3,77934312820435","1,50003242492676","0,799948155879974","0,00001558345","2,88113570213318","0,00003111637",,,"0,000102043151855469",,"35,5851516723633","34,8582305908203"
5336,"08-27-2018 05:23:17,386","241285,444972","2040,0023",14,23,"3,79364156723022","1,50006866455078","0,84994387626648","0,00001558345","3,07043838500977","0,00003111637",,,"0,000134468078613281",,"35,5973205566406","34,779899597168"
5337,"08-27-2018 05:25:17,385","241405,443672","2160,001",14,23,"3,80942296981812","1,50009918212891","0,899942934513092","0,00001558345","3,26050519943237","0,00003111637",,,"0,000164031982421875",,"35,6733397804","34,8804817199707"
5338,"08-27-2018 05:27:17,384","241525,442672",2280,14,23,"3,82669115066528","1,50004768371582","0,949943363666534","0,00001558345","3,45140361785889","0,00003111637",,,"0,00014495849609375",,"35,807388130606","34,8070335388184"
5339,"08-27-2018 05:29:17,387","241645,445972","2400,0033",14,23,"3,84538984298706","1,50003623962402","0,999942541122437","0,00001558345","3,64319753646851","0,00003111637",,,"0,0001373291015625",,"35,8830413818359","34,8024482727051"
5340,"08-27-2018 05:31:17,385","241765,443972","2520,0013",14,23,"3,86524724960327","1,50004768371582","1,04993963241577","0,00001558345","3,83594965934753","0,00003111637",,,"0,000154495239257813",,"35,8882141113281","34,7588615417481"
5341,"08-27-2018 05:33:17,386","241885,444672","2640,002",14,23,"3,88573312759399","1,50006675720215","1,09993982315063","0,00001558345","4,02972364425659","0,00003111637",,,"0,00016021728515625",,"35,9660110473633","34,8060989379883"
5342,"08-27-2018 05:35:17,385","242005,443572","2760,0009",14,23,"3,90626668930054","1,5001049041748","1,14993810653687","0,00001558345","4,22451829910278","0,00003111637",,,"0,000203132629394531",,"36,0176314877443","34,7859992980957"
5343,"08-27-2018 05:37:17,388","242125,446472","2880,0038",14,23,"3,92623662948608","1,50005912780762","1,19994044303894","0,00001558345","4,42034339904785","0,00003111637",,,"0,000177383422851563",,"36,0559195722934","34,8716659545898"
5344,"08-27-2018 05:39:17,387","242245,445472","3000,0028",14,23,"3,94508409500122","1,50004196166992","1,24993777275085","0,00001558345","4,61712169647217","0,00003111637",,,"0,000188827514648438",,"36,0771255493164","34,7655296325684"
5345,"08-27-2018 05:41:17,385","242365,443672","3120,001",14,23,"3,9626145362854","1,50005912780762","1,29993653297424","0,00001558345","4,81481409072876","0,00003111637",,,"0,000144004821777344",,"36,1011009216309","34,8210563659668"
5346,"08-27-2018 05:43:17,385","242485,443372","3240,0007",14,23,"3,97898435592651","1,5000114440918","1,34993433952332","0,00001558345","5,0133490562439","0,00003111637",,,"0,000128746032714844",,"36,074974081831","34,7414703369141"
5347,"08-27-2018 05:45:17,385","242605,443172","3360,0005",14,23,"3,99463891983032","1,50002479553223","1,39993321895599","0,00001558345","5,21268796920776","0,00003111637",,,"0,000117301940917969",,"36,1014671322632","34,7594451904297"
5348,"08-27-2018 05:47:17,385","242725,443772","3480,0011",14,23,"4,00989007949829","1,50002479553223","1,4499329328537","0,00001558345","5,41280126571655","0,00003111637",,,"0,000123023986816406",,"36,0577392578125","34,8134307861328"
5349,"08-27-2018 05:49:17,385","242845,443672","3600,001",14,23,"4,02551889419556","1,50005340576172","1,4999281167984","0,00001558345","5,61366653442383","0,00003111637",,,"0,000195503234863281",,"35,9378128051758","34,6951751708984"
5350,"08-27-2018 05:51:17,386","242965,444972","3720,0023",14,23,"4,04077196121216","1,49996757507324","1,54992949962616","0,00001558345","5,81532716751099","0,00003111637",,,"0,000123977661132813",,"35,941333770752","34,7199058532715"
